timestamp,f1,f2,t1,h1,t2,h2,t3,h4,af,t4,wm,t5,h3
1593598965,1,1,22.4,66,24.9,75,25.3,68,2.92,91.71,120,40.87,109.11
1593598967,1,1,22.4,66,24.9,75,25.3,68,3.01,91.71,120,40.87,109.11
1593598969,1,1,22.5,66,24.9,75,25.3,68,3.55,91.71,120,38.23,109.11
1593598972,1,1,22.4,66,24.9,75,25.3,68,3.69,91.71,120,38.23,109.11
1593598974,1,1,22.4,66,24.9,75,25.3,68,3.13,91.71,120,39.26,109.11
1593598976,1,1,22.5,66,24.9,75,25.3,68,3.59,91.71,120,40.32,109.11
1593598978,1,1,22.5,66,24.9,75,25.3,68,3.4,95.17,120,40.32,109.11
1593598980,1,1,22.5,66,24.9,75,25.3,68,3.59,91.71,120,38.74,109.11
1593598982,1,1,22.5,66,24.9,75,25.3,68,3.22,91.71,120,40.87,108.26
1593598984,1,1,22.5,66,24.9,75,25.3,68,3.31,91.71,120,39.26,108.26
1593598987,1,1,22.5,66,24.9,75,25.3,68,2.96,91.71,120,38.74,108.26
1593598989,1,1,22.5,65,24.9,75,25.3,68,3.13,95.17,120,40.87,108.26
1593598991,1,1,22.5,65,24.9,75,25.3,68,2.71,91.71,120,38.74,108.26
1593598993,1,1,22.5,65,24.9,75,25.3,68,2.88,91.71,120,40.87,108.26
1593598995,1,1,22.5,65,24.9,75,25.3,68,2.71,91.71,120,40.32,108.26
1593598997,1,1,22.5,65,24.9,75,25.3,68,3.13,91.71,120,39.26,108.26
1593598999,1,1,22.5,65,24.9,75,25.3,68,3.5,91.71,120,39.26,108.26
1593599002,1,1,22.5,65,24.9,75,25.3,68,3.4,91.71,120,38.74,108.26
1593599004,1,1,22.5,65,24.9,75,25.3,68,3.22,91.71,120,39.26,108.26
1593599006,1,1,22.5,65,24.9,75,25.3,68,3.31,91.71,120,40.87,108.26
1593599008,1,1,22.5,65,24.9,75,25.3,68,2.96,91.71,120,40.32,108.26
1593599010,1,1,22.5,65,24.9,75,25.3,68,3.04,91.71,120,39.26,107.42
1593599012,1,1,22.5,65,24.9,75,25.3,68,3.13,91.71,120,38.74,107.42
1593599014,1,1,22.5,66,24.9,75,25.3,68,3.22,91.71,120,39.78,107.42
1593599017,1,1,22.5,66,24.9,75,25.3,68,3.59,91.71,120,39.78,107.42
1593599019,1,1,22.5,65,24.9,75,25.3,68,3.01,91.71,120,40.87,107.42
1593599021,1,1,22.5,65,24.9,75,25.3,68,3.13,91.71,120,39.78,107.42
1593599023,1,1,22.5,65,24.9,75,25.3,68,3.09,91.71,120,40.32,107.42
1593599025,1,1,22.5,65,24.9,75,25.3,68,3.01,91.71,120,39.26,107.42
1593599027,1,1,22.5,65,24.9,75,25.3,68,3.18,91.71,120,41.43,107.42
1593599029,1,1,22.5,65,24.9,75,25.3,68,3.55,91.71,120,39.78,107.42
1593599032,1,1,22.5,65,24.9,75,25.3,68,2.92,91.71,120,39.78,107.42
1593599034,1,1,22.5,65,24.9,75,25.3,68,3.5,91.71,120,40.87,107.42
1593599036,1,1,22.5,65,24.9,75,25.3,68,2.92,91.71,120,40.32,106.57
1593599038,1,1,22.5,65,24.9,75,25.3,68,3.27,91.71,120,40.87,106.57
1593599040,1,1,22.5,65,24.9,75,25.3,68,3.09,91.71,120,40.87,106.57
1593599042,1,1,22.5,65,24.9,75,25.3,67,3.09,91.71,120,39.78,106.57
1593599044,1,1,22.5,65,24.9,75,25.3,68,3.18,91.71,120,40.87,106.57
1593599047,1,1,22.5,65,24.9,75,25.3,68,3.01,91.71,120,40.87,106.57
1593599049,1,1,22.4,65,24.9,75,25.3,68,3.01,91.71,120,41.43,106.57
1593599051,1,1,22.5,65,24.9,75,25.3,68,3.55,91.71,120,40.87,106.57
1593599053,1,1,22.5,65,24.9,75,25.3,68,3.31,91.71,120,39.78,106.57
1593599055,1,1,22.5,66,24.9,75,25.3,68,3.04,91.71,120,38.74,106.57
1593599057,1,1,22.5,65,24.9,75,25.3,68,3.04,91.71,120,40.87,106.57
1593599059,1,1,22.5,65,24.9,75,25.3,68,3.31,91.71,120,40.32,105.73
1593599062,1,1,22.5,66,24.9,75,25.3,68,3.13,91.71,120,38.74,106.57
1593599064,1,1,22.5,65,24.9,75,25.3,68,3.22,91.71,120,40.87,105.73
1593599066,1,1,22.5,65,24.9,75,25.3,68,3.13,91.71,120,39.26,105.73
1593599068,1,1,22.5,65,24.9,75,25.3,68,3.4,91.71,120,40.32,105.73
1593599070,1,1,22.5,65,24.9,75,25.3,68,2.79,91.71,120,39.26,105.73
1593599072,1,1,22.6,65,24.9,75,25.3,68,3.04,91.71,120,40.87,105.73
1593599074,1,1,22.6,65,24.9,75,25.3,68,3.63,91.71,120,40.87,105.73
1593599077,1,1,22.6,65,24.9,75,25.3,68,3.35,91.71,120,40.32,105.73
1593599079,1,1,22.6,65,24.9,75,25.3,68,3.26,91.71,120,41.43,105.73
1593599081,1,1,22.6,65,24.9,75,25.3,68,2.83,91.71,120,40.87,105.73
1593599083,1,1,22.6,65,24.9,75,25.3,68,3.08,91.71,120,38.74,104.89
1593599085,1,1,22.6,65,24.9,75,25.3,68,2.91,99.05,120,40.32,105.73
1593599087,1,1,22.6,65,24.9,75,25.3,68,3.3,95.17,120,39.26,105.73
1593599089,1,1,22.6,65,24.9,75,25.3,68,3.5,99.05,120,40.32,105.73
1593599092,1,1,22.6,65,24.9,75,25.3,68,3.59,95.17,120,40.32,104.89
1593599094,1,1,22.6,65,24.9,75,25.3,68,3.5,95.17,120,40.87,104.89
1593599096,1,1,22.6,65,24.9,75,25.3,68,3.04,198.87,120,39.26,104.89
1593599098,1,1,22.5,65,24.9,75,25.3,68,3.31,91.71,0,39.78,104.89
1593599101,1,1,22.5,65,24.9,75,25.3,68,3.59,91.71,0,40.32,104.04
1593599109,1,1,22.5,65,24.9,75,25.3,68,3.4,91.71,0,40.32,104.04
1593599111,1,1,22.5,65,24.9,75,25.3,68,3.04,91.71,0,39.26,104.04
1593599112,1,1,22.5,65,24.9,75,25.3,68,3.31,88.6,0,39.26,104.04
1593599114,1,1,22.5,65,24.9,75,25.3,68,3.01,88.6,120,39.26,104.04
1593599116,1,1,22.5,65,24.9,74,25.3,68,3.05,91.71,120,38.23,104.04
1593599117,1,1,22.5,65,24.9,74,25.3,68,3.01,88.6,120,38.74,104.04
1593599119,1,1,22.4,65,24.9,74,25.3,68,3.45,88.6,120,39.78,104.04
1593599121,1,1,22.4,65,24.9,74,25.3,67,3.18,88.6,120,39.26,104.04
1593599122,1,1,22.4,65,24.9,74,25.3,67,3.64,88.6,120,37.73,104.04
1593599124,1,1,22.5,65,24.9,74,25.3,67,3.27,88.6,120,39.78,104.04
1593599126,1,1,22.5,65,24.9,74,25.3,67,3.36,88.6,120,39.26,104.04
1593599127,1,1,22.5,65,24.9,74,25.3,67,3.18,88.6,120,37.73,104.04
1593599129,1,1,22.5,65,24.9,74,25.3,67,3.01,88.6,120,39.78,104.04
1593599131,1,1,22.5,65,24.9,74,25.3,67,3.18,88.6,120,39.26,104.04
1593599133,1,1,22.5,65,24.9,74,25.3,67,3.36,88.6,120,38.23,104.04
1593599134,1,1,22.5,65,24.9,74,25.3,67,3.09,88.6,120,38.74,104.04
1593599137,1,1,22.4,65,24.9,74,25.3,67,2.92,88.6,120,39.26,103.2
1593599139,1,1,22.4,65,24.9,74,25.3,67,3.09,88.6,120,38.23,103.2
1593599141,1,1,22.4,65,24.9,74,25.3,67,3.18,88.6,120,39.26,103.2
1593599143,1,1,22.4,65,24.9,74,25.3,67,3.45,88.6,120,38.74,103.2
1593599145,1,1,22.4,65,24.8,74,25.2,67,2.84,85.78,120,38.74,103.2
1593599147,1,1,22.4,65,24.8,74,25.3,67,3.27,88.6,120,38.23,103.2
1593599149,1,1,22.4,65,24.8,74,25.3,67,3.27,88.6,120,38.23,103.2
1593599152,1,1,22.4,65,24.8,74,25.3,67,3.18,88.6,120,37.73,103.2
1593599154,1,1,22.4,65,24.8,74,25.3,67,3.18,88.6,120,39.26,103.2
1593599156,1,1,22.4,65,24.8,74,25.3,67,2.92,88.6,120,38.23,103.2
1593599158,1,1,22.4,65,24.8,74,25.3,67,3.27,88.6,120,38.74,103.2
1593599160,1,1,22.4,65,24.8,74,25.3,67,3.36,88.6,120,39.26,103.2
1593599162,1,1,22.4,65,24.8,74,25.3,67,3.45,88.6,120,38.23,103.2
1593599164,1,1,22.4,65,24.8,74,25.2,67,3.18,88.6,120,39.78,103.2
1593599167,1,1,22.4,65,24.8,74,25.2,67,3.5,88.6,120,38.23,102.35
1593599169,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,38.74,103.2
1593599171,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,37.73,102.35
1593599173,1,1,22.4,65,24.8,74,25.3,67,3.32,88.6,120,39.26,102.35
1593599175,1,1,22.4,65,24.8,74,25.2,67,3.14,88.6,120,38.74,102.35
1593599177,1,1,22.4,65,24.8,74,25.2,67,3.14,88.6,120,39.26,102.35
1593599179,1,1,22.4,65,24.8,74,25.2,67,3.5,88.6,120,39.78,102.35
1593599182,1,1,22.4,65,24.8,74,25.2,67,3.14,88.6,120,38.23,102.35
1593599184,1,1,22.4,65,24.8,74,25.2,67,3.32,88.6,120,38.23,102.35
1593599186,1,1,22.4,65,24.8,74,25.2,67,3.41,88.6,120,38.74,102.35
1593599188,1,1,22.4,65,24.8,74,25.2,67,3.05,88.6,120,38.23,102.35
1593599190,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,38.23,102.35
1593599192,1,1,22.4,65,24.8,74,25.2,67,3.41,88.6,120,40.32,101.51
1593599194,1,1,22.4,65,24.8,74,25.2,67,3.05,88.6,120,40.32,102.35
1593599197,1,1,22.4,65,24.8,74,25.2,67,3.32,88.6,120,38.74,102.35
1593599199,1,1,22.4,65,24.8,74,25.2,67,3.23,91.71,120,38.74,101.51
1593599201,1,1,22.4,65,24.8,74,25.2,67,3.05,88.6,120,40.32,101.51
1593599203,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,38.74,101.51
1593599205,1,1,22.4,65,24.8,74,25.2,67,3.05,88.6,120,40.32,101.51
1593599207,1,1,22.4,65,24.8,74,25.2,68,3.32,88.6,120,40.32,101.51
