Humidity_in,Temperature_in,Humidity_out,Temperature_out,Humidity_box,Temperature_box,Wind_Speed,Temperature_towel,Temperature_bed,Humidity_towel_raw
56,22.4,56,23.8,52,24.2,6.16,20.24,108.58,483
56,22.4,56,23.8,52,24.2,6.65,20.5,114.62,484
56,22.4,56,23.8,52,24.2,6.51,20.76,114.62,483
56,22.3,56,23.8,52,24.2,7.09,20.24,108.58,484
56,22.3,56,23.8,52,24.2,7.01,20.76,108.58,484
56,22.3,56,23.8,52,24.2,6.58,20.24,103.47,484
56,22.3,56,23.8,52,24.2,6.65,20.5,103.47,484
56,22.3,56,23.8,52,24.2,6.51,20.5,103.47,484
56,22.3,56,23.8,52,24.2,6.31,20.5,103.47,485
56,22.3,56,23.8,52,24.2,6.65,20.24,99.05,485
56,22.3,56,23.8,52,24.2,6.37,20.5,103.47,485
56,22.3,56,23.8,52,24.2,6.37,20.24,95.17,485
56,22.3,56,23.8,51,24.2,6.31,20.5,99.05,486
56,22.2,56,23.8,51,24.2,6.31,20.76,103.47,486
56,22.2,56,23.8,52,24.2,6.37,20.5,99.05,486
56,22.2,56,23.7,51,24.2,6.45,20.76,99.05,486
56,22.2,55,23.7,51,24.2,6.24,20.5,91.71,486
56,22.3,56,23.8,51,24.2,6.51,20.24,99.05,486
56,22.2,56,23.7,51,24.2,6.51,20.24,95.17,486
56,22.2,55,23.8,51,24.2,6.65,20.24,95.17,486
56,22.2,55,23.7,51,24.2,6.37,20.24,95.17,487
56,22.2,55,23.8,51,24.2,6.65,20.5,95.17,486
56,22.2,55,23.7,51,24.2,6.65,20.24,91.71,486
56,22.2,55,23.8,51,24.2,6.24,20.24,88.6,486
56,22.2,55,23.7,51,24.2,6.37,20.24,88.6,487
56,22.2,55,23.8,51,24.2,7.01,19.99,85.78,487
56,22.3,55,23.7,51,24.2,6.65,20.24,91.71,487
56,22.3,55,23.7,51,24.2,6.44,19.99,88.6,487
56,22.3,55,23.7,51,24.2,6.72,20.5,91.71,487
56,22.3,55,23.8,51,24.2,6.37,20.24,85.78,487
56,22.3,55,23.7,51,24.2,6.37,20.24,88.6,488
56,22.3,55,23.7,51,24.2,7.15,20.5,85.78,488
56,22.3,55,23.7,51,24.2,6.65,20.24,85.78,488
56,22.3,55,23.7,51,24.2,6.58,20.24,85.78,488
56,22.3,55,23.7,51,24.2,6.51,20.5,88.6,488
56,22.3,55,23.7,51,24.2,6.44,20.5,85.78,489
56,22.3,55,23.8,51,24.2,6.72,20.5,85.78,488
56,22.3,55,23.7,51,24.2,6.78,20.24,83.19,489
56,22.3,55,23.8,51,24.2,6.78,20.24,83.19,489
56,22.3,55,23.7,51,24.2,6.44,20.5,80.81,489
56,22.3,55,23.7,51,24.2,6.86,20.76,83.19,489
56,22.3,55,23.7,51,24.2,6.58,20.76,83.19,489
56,22.3,55,23.7,51,24.2,6.8,20.76,80.81,489
56,22.3,55,23.7,51,24.2,6.8,20.76,83.19,490
56,22.3,55,23.7,51,24.2,6.65,20.5,80.81,489
56,22.3,55,23.7,51,24.2,7.09,20.5,80.81,489
56,22.3,55,23.8,51,24.2,6.65,20.5,80.81,489
56,22.3,55,23.8,51,24.2,6.24,20.5,78.6,489
56,22.3,55,23.7,51,24.2,6.27,22.38,63.88,490
56,22.3,55,23.7,51,24.2,5.61,22.38,65.19,490
56,22.3,55,23.7,50,24.2,6.21,22.38,63.88,490
56,22.3,55,23.7,50,24.2,6.19,22.38,63.88,491
56,22.3,55,23.7,50,24.2,5.67,22.66,65.19,491
56,22.3,55,23.7,50,24.2,5.6,22.38,63.88,491
56,22.4,56,23.7,51,24.2,5.67,22.11,63.88,491
56,22.3,56,23.8,52,24.2,5.49,21.83,63.88,492
56,22.3,56,23.8,53,24.2,5.8,22.11,65.19,491
56,22.3,57,23.8,53,24.2,5.67,21.56,65.19,492
56,22.3,57,23.9,53,24.2,5.54,21.56,65.19,492
56,22.4,57,23.9,53,24.2,5.87,21.56,66.56,492
56,22.3,57,23.9,53,24.2,6.27,21.56,66.56,492
56,22.4,57,23.9,53,24.2,5.85,21.29,66.56,492
56,22.4,57,23.9,53,24.3,6.19,21.56,68,493
56,22.4,57,24,53,24.3,5.47,21.29,68,492
56,22.4,57,24,53,24.3,5.8,21.56,68,493
56,22.4,57,24,53,24.3,5.54,21.29,69.52,493
56,22.4,56,24,53,24.3,5.85,21.29,69.52,493
56,22.4,56,24.1,53,24.3,6.06,21.56,69.52,493
56,22.4,56,24.1,53,24.3,5.74,21.29,69.52,493
55,22.4,56,24.1,53,24.3,5.87,21.29,71.13,493
56,22.4,56,24.1,53,24.3,5.74,21.29,72.83,493
56,22.4,56,24.1,53,24.3,5.49,21.03,72.83,494
56,22.4,56,24.1,53,24.3,5.61,21.29,74.63,494
56,22.3,56,24.1,53,24.3,5.49,21.29,74.63,494
56,22.4,56,24.1,53,24.4,5.31,21.56,76.55,494
56,22.3,56,24.2,53,24.4,5.68,21.29,76.55,494
56,22.3,56,24.2,53,24.4,5.81,21.03,78.6,493
56,22.3,56,24.2,53,24.4,5.56,21.03,76.55,494
56,22.3,56,24.2,52,24.4,5.43,21.29,76.55,494
56,22.3,56,24.2,53,24.4,5.61,21.29,78.6,494
56,22.3,56,24.2,52,24.4,5.68,21.03,80.81,495
56,22.3,56,24.2,52,24.4,5.17,21.29,80.81,494
56,22.3,56,24.2,52,24.4,5.8,21.29,80.81,494
56,22.3,56,24.2,52,24.4,5.99,21.29,80.81,495
56,22.3,56,24.2,52,24.4,5.6,21.29,83.19,495
56,22.3,56,24.2,52,24.4,6.19,21.29,80.81,495
56,22.3,56,24.2,53,24.5,6.19,21.29,83.19,495
56,22.3,56,24.2,52,24.5,5.54,21.29,83.19,495
56,22.4,56,24.2,52,24.5,5.29,21.29,85.78,495
56,22.3,56,24.3,52,24.5,5.61,21.29,88.6,496
56,22.3,56,24.3,52,24.5,5.49,21.56,83.19,495
56,22.3,56,24.3,53,24.5,5.24,21.29,85.78,496
56,22.3,56,24.3,53,24.5,5.87,21.56,85.78,496
56,22.3,56,24.3,52,24.5,5.61,21.56,85.78,496
56,22.3,56,24.3,52,24.5,5.67,21.29,91.71,496
56,22.3,56,24.3,52,24.5,5.65,20.5,198.87,496
56,22.3,56,24.3,52,24.5,5.72,21.03,198.87,495
56,22.3,56,24.3,52,24.5,6.18,21.03,198.87,496
56,22.3,56,24.4,52,24.6,5.6,21.03,198.87,496
56,22.3,56,24.3,53,24.6,5.91,21.03,198.87,496
56,22.3,56,24.4,52,24.6,6.04,20.76,198.87,496
56,22.3,56,24.4,52,24.6,5.58,20.5,198.87,496
56,22.3,56,24.3,52,24.6,5.28,21.03,198.87,496
56,22.4,55,24.4,52,24.6,5.33,21.29,198.87,496
56,22.4,56,24.4,52,24.6,5.77,20.76,198.87,497
56,22.4,55,24.4,52,24.6,6.16,20.5,198.87,496
56,22.4,55,24.4,52,24.6,6.36,20.76,198.87,497
56,22.5,55,24.5,52,24.6,5.64,20.76,198.87,497
56,22.5,55,24.5,52,24.6,6.24,21.03,198.87,497
55,22.5,55,24.5,52,24.6,6.16,21.03,198.87,497
55,22.5,55,24.5,52,24.7,5.84,21.29,198.87,498
55,22.6,55,24.5,52,24.7,6.3,21.29,198.87,497
56,22.6,55,24.5,52,24.7,5.9,20.76,198.87,497
56,22.6,55,24.5,52,24.7,5.9,21.56,198.87,498
55,22.6,55,24.5,52,24.7,6.36,21.29,198.87,497
55,22.6,55,24.5,52,24.7,5.71,21.29,198.87,498
55,22.6,54,24.5,52,24.7,5.97,21.03,198.87,497
55,22.6,54,24.6,51,24.7,5.91,21.03,198.87,498
55,22.6,54,24.5,51,24.7,6.1,21.03,198.87,498
55,22.6,54,24.6,51,24.7,5.85,21.03,198.87,499
55,22.5,54,24.6,51,24.7,5.78,21.03,198.87,498
55,22.5,54,24.5,51,24.8,5.6,21.56,198.87,498
55,22.5,54,24.6,50,24.8,5.67,21.29,198.87,499
55,22.5,53,24.6,51,24.8,5.72,21.03,198.87,498
55,22.4,53,24.6,51,24.8,5.85,21.29,198.87,499
55,22.4,53,24.5,50,24.8,5.6,21.03,198.87,498
55,22.4,53,24.5,50,24.8,5.6,20.76,162.79,499
55,22.4,53,24.6,50,24.8,5.8,21.29,198.87,499
55,22.4,53,24.6,50,24.8,5.72,21.03,198.87,499
55,22.4,53,24.6,50,24.8,5.85,20.5,198.87,499
55,22.4,53,24.5,50,24.8,5.93,21.03,198.87,499
55,22.4,53,24.6,50,24.8,5.8,21.03,198.87,499
56,22.4,53,24.6,50,24.8,5.6,20.76,198.87,499
56,22.4,53,24.5,50,24.8,5.67,21.03,198.87,499
55,22.4,53,24.6,50,24.8,5.8,21.03,198.87,499
56,22.4,53,24.5,50,24.8,6.06,20.76,162.79,499
55,22.4,53,24.5,50,24.8,5.99,20.76,143.87,499
56,22.4,53,24.5,50,24.8,5.72,21.03,143.87,499
55,22.4,52,24.5,50,24.8,5.72,20.5,121.97,499
56,22.4,53,24.6,49,24.8,5.24,21.03,143.87,499
56,22.4,52,24.5,49,24.8,5.6,21.29,143.87,499
55,22.4,52,24.6,49,24.8,5.35,20.76,131.29,499
56,22.4,52,24.5,49,24.8,5.54,21.03,143.87,500
56,22.4,52,24.5,49,24.8,5.8,20.76,143.87,499
56,22.4,52,24.6,49,24.8,5.93,21.03,162.79,500
56,22.3,52,24.5,49,24.8,6.06,21.03,143.87,500
56,22.4,52,24.5,49,24.8,5.54,21.03,143.87,500
56,22.3,52,24.5,49,24.8,5.67,20.76,121.97,499
56,22.3,52,24.5,49,24.8,5.54,20.76,121.97,500
56,22.3,52,24.5,49,24.8,5.54,21.03,131.29,499
56,22.3,52,24.5,49,24.8,5.72,20.76,121.97,500
56,22.3,52,24.5,49,24.8,5.8,21.03,121.97,500
56,22.3,52,24.5,49,24.8,5.04,21.29,131.29,500
56,22.3,52,24.5,49,24.8,3.45,21.29,121.97,500
56,22.3,52,24.5,49,24.8,4.92,21.03,121.97,500
56,22.4,52,24.5,49,24.8,5.71,20.5,108.58,500
55,22.4,52,24.5,49,24.8,6.04,21.03,121.97,500
56,22.4,52,24.5,49,24.8,6.31,21.03,114.62,500
55,22.4,52,24.5,49,24.8,5.85,20.76,108.58,500
56,22.4,52,24.5,49,24.9,6.12,20.76,108.58,500
56,22.4,52,24.5,49,24.8,6.59,20.76,114.62,500
55,22.4,52,24.5,49,24.8,6.19,20.76,108.58,500
55,22.4,52,24.5,49,24.8,6.06,21.03,114.62,500
56,22.4,52,24.5,49,24.8,6.19,21.03,103.47,500
55,22.4,52,24.5,49,24.8,6.25,20.76,103.47,500
56,22.4,52,24.5,49,24.9,5.65,20.5,99.05,500
56,22.4,52,24.5,49,24.8,5.35,20.76,99.05,500
55,22.4,52,24.5,48,24.9,5.6,21.03,108.58,500
56,22.4,52,24.5,48,24.8,6.12,20.76,103.47,500
55,22.4,52,24.5,48,24.8,5.67,20.76,99.05,500
55,22.4,52,24.4,48,24.8,5.8,20.76,103.47,501
55,22.4,52,24.5,48,24.8,5.99,20.76,99.05,501
55,22.4,52,24.5,48,24.8,5.91,20.5,95.17,500
55,22.4,52,24.5,48,24.8,5.6,20.5,95.17,500
55,22.4,52,24.5,48,24.8,5.67,20.76,95.17,500
55,22.4,52,24.5,48,24.8,5.85,21.03,99.05,500
56,22.4,52,24.5,48,24.8,6.31,20.5,95.17,501
55,22.4,52,24.5,48,24.8,6.37,20.76,95.17,501
55,22.4,52,24.4,48,24.8,5.91,20.76,95.17,500
55,22.4,51,24.4,48,24.8,5.47,21.03,91.71,500
55,22.4,51,24.4,48,24.8,5.78,20.5,91.71,500
55,22.4,51,24.4,48,24.8,5.78,20.5,88.6,500
55,22.4,51,24.4,48,24.8,5.85,20.76,91.71,501
55,22.4,51,24.4,48,24.8,6.12,20.76,88.6,500
55,22.4,51,24.4,48,24.8,5.72,20.24,85.78,500
55,22.3,51,24.4,48,24.8,5.85,20.5,91.71,501
56,22.4,51,24.4,48,24.8,6.19,20.76,88.6,500
56,22.4,51,24.4,48,24.8,5.85,20.5,88.6,501
56,22.4,51,24.4,48,24.8,5.78,20.5,85.78,500
55,22.4,51,24.4,48,24.8,5.85,20.76,85.78,501
56,22.4,51,24.3,48,24.8,5.6,20.5,85.78,500
55,22.4,51,24.3,48,24.8,5.72,20.76,88.6,501
56,22.4,51,24.4,48,24.8,5.47,20.24,85.78,501
55,22.4,51,24.3,48,24.8,5.22,20.76,88.6,500
56,22.3,51,24.4,48,24.8,5.53,20.5,83.19,500
56,22.3,51,24.3,48,24.8,5.72,20.5,85.78,501
55,22.4,51,24.4,48,24.8,5.72,20.76,83.19,501
56,22.4,51,24.3,48,24.8,5.6,20.76,83.19,500
55,22.4,51,24.3,48,24.8,5.4,20.5,80.81,501
55,22.4,51,24.3,48,24.8,5.72,20.5,85.78,501
55,22.4,51,24.3,48,24.7,5.91,20.5,80.81,500
55,22.4,51,24.3,48,24.7,6.18,20.24,78.6,501
55,22.4,51,24.3,48,24.7,5.67,21.03,58.11,501
55,22.4,51,24.3,48,24.7,5.67,20.76,59.17,502
55,22.4,51,24.3,48,24.7,5.42,20.76,57.09,502
55,22.4,51,24.3,48,24.7,5.61,20.76,57.09,502
55,22.4,51,24.3,48,24.7,5.74,20.76,58.11,501
55,22.4,51,24.3,48,24.7,5.54,21.03,59.17,501
55,22.4,51,24.3,48,24.7,5.42,20.76,58.11,501
55,22.4,51,24.3,48,24.7,6.06,21.03,58.11,501
55,22.4,51,24.3,48,24.7,5.93,21.03,59.17,502
55,22.4,51,24.3,48,24.7,5.67,21.03,59.17,502
55,22.4,51,24.3,48,24.7,5.54,20.76,58.11,501
55,22.4,52,24.3,48,24.7,5.35,20.76,59.17,502
55,22.4,52,24.3,48,24.7,5.6,21.03,61.43,501
55,22.4,52,24.3,48,24.7,5.1,21.03,61.43,502
55,22.4,52,24.3,48,24.7,5.35,21.03,61.43,501
55,22.5,52,24.3,49,24.7,5.91,21.03,62.63,501
55,22.5,52,24.3,49,24.7,5.91,20.76,63.88,502
55,22.5,52,24.3,49,24.7,6.04,21.03,63.88,502
55,22.5,52,24.3,49,24.7,5.91,21.03,63.88,502
55,22.5,52,24.3,49,24.7,6.04,21.03,65.19,501
55,22.5,52,24.3,49,24.7,6.04,21.29,65.19,502
55,22.5,51,24.3,49,24.7,6.45,21.03,66.56,501
55,22.5,51,24.3,48,24.7,6.45,21.03,65.19,502
55,22.5,51,24.3,48,24.7,6.31,21.29,68,502
55,22.5,51,24.2,48,24.7,6.45,21.29,68,502
55,22.5,51,24.2,48,24.7,6.73,21.29,68,502
55,22.5,51,24.2,48,24.7,6.59,21.29,69.52,502
55,22.5,51,24.2,48,24.6,6.59,21.56,69.52,502
55,22.5,51,24.2,48,24.7,6.59,21.29,71.13,502
55,22.5,51,24.2,48,24.7,6.04,21.56,71.13,502
55,22.5,51,24.2,48,24.6,6.18,21.56,71.13,503
55,22.5,51,24.2,48,24.6,6.12,21.83,72.83,503
55,22.5,51,24.2,48,24.6,6.39,21.83,74.63,503
55,22.5,52,24.2,48,24.6,6.53,21.83,74.63,502
55,22.5,52,24.1,48,24.6,6.73,21.83,74.63,502
55,22.5,52,24.1,48,24.6,6.12,21.83,76.55,502
55,22.4,52,24.1,48,24.6,6.39,21.83,76.55,503
55,22.4,52,24.1,48,24.6,6.12,21.83,78.6,502
55,22.4,52,24.1,48,24.6,6.19,21.83,78.6,503
55,22.4,52,24.1,48,24.6,6.06,21.83,80.81,503
55,22.4,52,24.1,48,24.6,6.06,21.83,78.6,503
55,22.4,52,24.1,48,24.6,6.25,21.83,78.6,503
55,22.4,52,24.1,48,24.6,5.93,21.83,80.81,503
55,22.4,52,24.1,48,24.6,5.93,21.83,80.81,503
55,22.4,53,24.1,48,24.6,6.06,21.83,83.19,503
55,22.4,52,24,48,24.6,6.12,21.83,83.19,503
55,22.4,53,24,48,24.6,5.99,22.11,85.78,504
55,22.4,53,24,48,24.6,5.99,21.83,83.19,503
55,22.4,53,24,49,24.6,6.33,21.83,83.19,503
55,22.4,53,24,48,24.6,6.81,22.11,85.78,504
55,22.4,53,24,48,24.6,5.85,21.83,88.6,504
55,22.4,53,24.1,49,24.6,5.85,22.11,91.71,504
55,22.4,53,24,49,24.6,6.64,20.24,143.87,503
55,22.4,53,24,48,24.6,6.72,20.24,143.87,503
55,22.4,53,24,49,24.6,6.64,19.99,143.87,503
55,22.4,53,24,49,24.6,6.86,20.5,162.79,503
55,22.4,53,24,49,24.6,6.44,20.24,143.87,503
55,22.4,53,24,49,24.5,6.3,20.24,162.79,503
55,22.4,53,24,48,24.5,6.86,20.5,143.87,503
55,22.4,53,24,49,24.6,7.15,20.24,162.79,504
